session_id,user_id,session_start,session_end,week_number,channel
SES0000350,USR000285,2024-06-18 14:11:00,2024-06-18 14:24:10,25,organic
SES0000351,USR002120,2024-01-15 13:18:00,2024-01-15 13:56:09,3,organic
SES0000352,USR003066,2024-02-14 22:58:00,,7,direct
SES0000353,USR002869,2024-06-01 21:57:00,2024-06-01 22:09:02,22,direct
SES0000354,USR000763,2024-05-17 16:20:00,2024-05-17 16:40:02,20,organic
SES0000355,USR001072,2024-05-30 16:02:00,2024-05-30 16:36:19,22,organic
SES0000356,USR002954,2024-01-27 18:13:00,,4,paid
SES0000357,USR002824,2024-01-27 09:14:00,2024-01-27 09:31:43,4,organic
SES0000358,USR003100,2024-06-03 11:15:00,2024-06-03 11:50:26,23,referral
SES0000359,USR000742,2024-01-28 20:09:00,2024-01-28 20:47:09,4,organic
SES0000360,USR003159,2024-04-24 21:35:00,2024-04-24 21:39:38,17,organic
SES0000361,USR001318,2024-06-14 10:02:00,2024-06-14 10:39:55,24,paid
SES0000362,USR001120,2024-04-29 19:52:00,2024-04-29 20:07:54,18,paid
SES0000363,USR003943,2024-05-01 14:20:00,2024-05-01 14:48:33,18,referral
SES0000364,USR000183,2024-04-30 22:31:00,2024-04-30 22:43:18,18,paid
SES0000365,USR001403,2024-01-11 10:20:00,2024-01-11 10:47:00,2,organic
SES0000366,USR001179,2024-05-16 19:29:00,2024-05-16 19:50:11,20,organic
SES0000367,USR002511,2024-06-13 18:36:00,2024-06-13 19:00:25,24,organic
SES0000368,USR001978,2024-04-10 19:01:00,2024-04-10 19:25:23,15,organic
SES0000369,USR001981,2024-03-23 15:44:00,,12,organic
SES0000370,USR000241,2024-04-06 10:28:00,2024-04-06 10:36:49,14,organic
SES0000371,USR003794,2024-02-07 17:57:00,2024-02-07 18:03:04,6,referral
SES0000372,USR002133,2024-04-19 19:10:00,,16,organic
SES0000373,USR001942,2024-03-10 19:09:00,2024-03-10 19:14:12,10,direct
SES0000374,USR002925,2024-04-13 13:49:00,2024-04-13 13:55:04,15,paid
SES0000375,USR001661,2024-05-22 11:55:00,2024-05-22 12:00:34,21,organic
SES0000376,USR000120,2024-03-23 13:05:00,2024-03-23 13:26:26,12,paid
SES0000377,USR001814,2024-05-15 23:18:00,2024-05-15 23:39:11,20,organic
SES0000378,USR003044,2024-05-06 14:02:00,2024-05-06 14:12:15,19,paid
SES0000379,USR002336,2024-02-08 16:29:00,,6,direct
SES0000380,USR003484,2024-02-10 12:19:00,2024-02-10 12:23:52,6,organic
SES0000381,USR001440,2024-03-09 19:43:00,2024-03-09 20:00:31,10,direct
SES0000382,USR003342,2024-03-25 13:47:00,2024-03-25 14:07:25,13,paid
SES0000383,USR003588,2024-02-21 08:47:00,2024-02-21 08:59:48,8,paid
SES0000384,USR001905,2024-06-30 21:14:00,2024-06-30 21:34:46,26,paid
SES0000385,USR002243,2024-04-21 08:36:00,,16,organic
SES0000386,USR003403,2024-02-25 10:52:00,2024-02-25 11:30:39,8,organic
SES0000387,USR001451,2024-01-24 13:22:00,2024-01-24 13:55:38,4,paid
SES0000388,USR002747,2024-02-02 09:45:00,2024-02-02 09:47:50,5,direct
SES0000389,USR000420,2024-04-21 23:38:00,,16,paid
SES0000390,USR003519,2024-01-07 15:57:00,2024-01-07 16:08:30,1,direct
SES0000391,USR002516,2024-02-01 08:05:00,2024-02-01 08:43:47,5,organic
SES0000392,USR000666,2024-01-15 11:13:00,2024-01-15 11:34:39,3,organic
SES0000393,USR003904,2024-06-01 15:16:00,2024-06-01 15:51:17,22,referral
SES0000394,USR000197,2024-06-06 10:12:00,2024-06-06 10:27:37,23,referral
SES0000395,USR002082,2024-05-18 21:44:00,2024-05-18 21:57:00,20,direct
SES0000396,USR002220,2024-03-14 21:05:00,2024-03-14 21:18:40,11,paid
SES0000397,USR002680,2024-05-01 12:07:00,2024-05-01 12:15:57,18,paid
SES0000398,USR002928,2024-02-18 13:39:00,2024-02-18 13:45:53,7,paid
SES0000399,USR003020,2024-01-27 14:32:00,2024-01-27 14:38:42,4,referral
SES0000400,USR001768,2024-01-08 10:18:00,2024-01-08 10:39:50,2,organic
SES0000401,USR003046,2024-06-04 09:35:00,2024-06-04 10:13:12,23,organic
SES0000402,USR003533,2024-05-18 10:37:00,2024-05-18 11:03:55,20,paid
SES0000403,USR000152,2024-06-26 19:10:00,,26,paid
SES0000404,USR001244,2024-05-03 11:43:00,2024-05-03 11:46:27,18,direct
SES0000405,USR003241,2024-02-05 14:12:00,2024-02-05 14:34:54,6,paid
SES0000406,USR000186,2024-03-29 14:06:00,2024-03-29 14:37:11,13,organic
SES0000407,USR002105,2024-02-13 21:56:00,2024-02-13 22:24:13,7,direct
SES0000408,USR000135,2024-03-27 10:58:00,,13,organic
SES0000409,USR003936,2024-05-19 14:44:00,2024-05-19 15:22:24,20,organic
SES0000410,USR002291,2024-02-12 11:56:00,2024-02-12 12:31:33,7,organic
SES0000411,USR002582,2024-04-18 17:02:00,2024-04-18 17:24:55,16,organic
SES0000412,USR002659,2024-04-15 11:15:00,2024-04-15 11:30:03,16,direct
SES0000413,USR001929,2024-02-05 15:17:00,2024-02-05 15:35:59,6,organic
SES0000414,USR000764,2024-06-06 08:31:00,2024-06-06 08:37:13,23,referral
SES0000415,USR000070,2024-01-05 23:49:00,2024-01-06 00:16:40,1,direct
SES0000416,USR000603,2024-02-11 23:29:00,2024-02-11 23:53:40,6,referral
SES0000417,USR002786,2024-01-30 19:45:00,2024-01-30 20:17:21,5,direct
SES0000418,USR001452,2024-06-17 20:48:00,,25,organic
SES0000419,USR002132,2024-06-10 14:42:00,2024-06-10 15:16:57,24,paid
SES0000420,USR002349,2024-02-16 10:05:00,2024-02-16 10:09:44,7,paid
SES0000421,USR003556,2024-03-23 22:54:00,2024-03-23 22:57:06,12,organic
SES0000422,USR003517,2024-02-04 20:55:00,,5,organic
SES0000423,USR000572,2024-01-18 22:01:00,2024-01-18 22:02:55,3,organic
SES0000424,USR000043,2024-03-22 16:25:00,2024-03-22 16:53:05,12,direct
SES0000425,USR000186,2024-03-08 15:55:00,2024-03-08 16:05:20,10,organic
SES0000426,USR003852,2024-06-04 14:44:00,,23,organic
SES0000427,USR003116,2024-01-18 11:47:00,2024-01-18 12:09:43,3,direct
SES0000428,USR002377,2024-02-26 08:37:00,2024-02-26 09:11:49,9,organic
SES0000429,USR002662,2024-04-15 16:41:00,2024-04-15 16:45:18,16,direct
SES0000430,USR002681,2024-01-30 15:11:00,2024-01-30 15:26:45,5,paid
SES0000431,USR001559,2024-06-16 08:51:00,2024-06-16 09:19:43,24,referral
SES0000432,USR002391,2024-03-08 23:18:00,2024-03-08 23:38:28,10,organic
SES0000433,USR002978,2024-03-15 14:39:00,2024-03-15 14:51:40,11,paid
SES0000434,USR003257,2024-06-26 08:53:00,2024-06-26 09:27:38,26,paid
SES0000435,USR001957,2024-05-31 18:58:00,2024-05-31 19:35:58,22,paid
SES0000436,USR001116,2024-06-04 19:35:00,2024-06-04 19:59:03,23,direct
SES0000437,USR003278,2024-04-10 18:55:00,2024-04-10 19:03:41,15,referral
SES0000438,USR001381,2024-03-10 11:57:00,2024-03-10 12:26:43,10,organic
SES0000439,USR002859,2024-06-18 17:33:00,2024-06-18 17:45:16,25,referral
SES0000440,USR000748,2024-02-20 21:31:00,2024-02-20 22:09:02,8,direct
SES0000441,USR000846,2024-01-23 23:12:00,2024-01-23 23:40:03,4,organic
SES0000442,USR003441,2024-05-19 14:09:00,2024-05-19 14:26:25,20,paid
SES0000443,USR000035,2024-03-25 16:44:00,2024-03-25 17:01:04,13,organic
SES0000444,USR003972,2024-05-16 19:33:00,2024-05-16 19:55:14,20,paid
SES0000445,USR002798,2024-04-07 16:33:00,2024-04-07 17:03:24,14,organic
SES0000446,USR001002,2024-02-03 16:06:00,2024-02-03 16:33:49,5,paid
SES0000447,USR003106,2024-03-24 10:08:00,2024-03-24 10:11:38,12,organic
SES0000448,USR001774,2024-02-19 22:21:00,2024-02-19 22:45:33,8,direct
SES0000449,USR002340,2024-01-05 22:30:00,,1,direct
SES0000450,USR001708,2024-03-06 19:32:00,,10,organic
SES0000451,USR002751,2024-06-03 11:47:00,2024-06-03 12:06:23,23,organic
SES0000452,USR000876,2024-04-15 19:28:00,2024-04-15 19:41:10,16,organic
SES0000453,USR003720,2024-06-22 17:45:00,2024-06-22 18:00:37,25,paid
SES0000454,USR003460,2024-04-01 10:26:00,2024-04-01 11:03:47,14,direct
SES0000455,USR000520,2024-05-13 17:24:00,2024-05-13 17:27:07,20,paid
SES0000456,USR002810,2024-01-25 10:05:00,2024-01-25 10:41:15,4,direct
SES0000457,USR001444,2024-06-13 08:50:00,2024-06-13 09:13:43,24,organic
SES0000458,USR003479,2024-04-27 16:24:00,2024-04-27 16:48:56,17,direct
SES0000459,USR000316,2024-06-04 20:32:00,2024-06-04 20:49:50,23,paid
SES0000460,USR003204,2024-04-21 16:59:00,2024-04-21 17:15:48,16,referral
SES0000461,USR002506,2024-01-01 16:51:00,2024-01-01 16:53:51,1,paid
SES0000462,USR003768,2024-04-21 16:40:00,2024-04-21 17:02:29,16,paid
SES0000463,USR002095,2024-03-27 19:43:00,2024-03-27 20:12:00,13,paid
SES0000464,USR003259,2024-01-29 08:14:00,2024-01-29 08:15:28,5,direct
SES0000465,USR002174,2024-03-04 21:41:00,2024-03-04 21:51:23,10,organic
SES0000466,USR002845,2024-05-12 12:14:00,2024-05-12 12:50:40,19,organic
SES0000467,USR002240,2024-04-26 23:58:00,2024-04-27 00:17:13,17,direct
SES0000468,USR000554,2024-05-25 11:41:00,2024-05-25 12:12:22,21,organic
SES0000469,USR001067,2024-06-16 14:24:00,2024-06-16 15:01:12,24,organic
SES0000470,USR003200,2024-05-15 09:37:00,2024-05-15 10:00:10,20,paid
SES0000471,USR002929,2024-02-17 22:01:00,2024-02-17 22:15:13,7,organic
SES0000472,USR003236,2024-05-19 10:26:00,,20,organic
SES0000473,USR003695,2024-05-27 10:12:00,2024-05-27 10:41:06,22,paid
SES0000474,USR002359,2024-02-04 16:54:00,2024-02-04 16:56:18,5,paid
SES0000475,USR000337,2024-06-23 16:35:00,2024-06-23 16:54:34,25,referral
SES0000476,USR000735,2024-06-22 23:52:00,,25,organic
SES0000477,USR003556,2024-04-13 21:11:00,2024-04-13 21:45:14,15,paid
SES0000478,USR001936,2024-01-24 18:56:00,2024-01-24 19:05:28,4,direct
SES0000479,USR001193,2024-01-02 19:16:00,2024-01-02 19:36:27,1,paid
SES0000480,USR000817,2024-05-09 21:36:00,2024-05-09 21:59:28,19,direct
SES0000481,USR000135,2024-06-30 10:47:00,2024-06-30 11:20:29,26,referral
SES0000482,USR000789,2024-01-27 19:54:00,,4,organic
SES0000483,USR001358,2024-03-13 13:32:00,2024-03-13 13:33:31,11,referral
SES0000484,USR002773,2024-05-13 21:59:00,2024-05-13 22:04:33,20,paid
SES0000485,USR001142,2024-05-16 14:17:00,2024-05-16 14:38:53,20,paid
SES0000486,USR000018,2024-01-13 17:44:00,2024-01-13 18:06:46,2,organic
SES0000487,USR002632,2024-02-06 18:43:00,2024-02-06 18:52:01,6,direct
SES0000488,USR003714,2024-01-13 14:35:00,2024-01-13 14:51:33,2,paid
SES0000489,USR000766,2024-01-11 16:58:00,2024-01-11 17:34:06,2,organic
SES0000490,USR002026,2024-05-25 10:43:00,,21,organic
SES0000491,USR003723,2024-04-04 08:29:00,2024-04-04 09:07:58,14,referral
SES0000492,USR000988,2024-05-27 12:43:00,2024-05-27 13:03:22,22,paid
SES0000493,USR002993,2024-05-08 22:25:00,2024-05-08 22:31:06,19,paid
SES0000494,USR003454,2024-03-26 09:54:00,2024-03-26 10:13:28,13,paid
SES0000495,USR001681,2024-04-07 17:35:00,,14,paid
SES0000496,USR001185,2024-06-09 17:11:00,2024-06-09 17:28:44,23,direct
SES0000497,USR003444,2024-03-27 12:50:00,2024-03-27 13:27:59,13,paid
SES0000498,USR000156,2024-05-07 23:10:00,2024-05-07 23:47:30,19,direct
SES0000499,USR001239,2024-05-11 19:55:00,2024-05-11 20:23:40,19,organic
SES0000500,USR001892,2024-05-17 11:42:00,,20,paid
SES0000501,USR003175,2024-06-11 21:56:00,2024-06-11 22:19:14,24,direct
SES0000502,USR002319,2024-05-11 22:45:00,,19,direct
SES0000503,USR001597,2024-03-11 18:33:00,,11,organic
SES0000504,USR000900,2024-02-17 10:53:00,2024-02-17 11:29:49,7,organic
SES0000505,USR002765,2024-04-11 09:43:00,2024-04-11 10:19:37,15,organic
SES0000506,USR002723,2024-06-19 10:59:00,2024-06-19 11:00:08,25,organic
SES0000507,USR003361,2024-05-31 11:07:00,,22,paid
SES0000508,USR000186,2024-06-19 20:16:00,2024-06-19 20:34:22,25,referral
SES0000509,USR002385,2024-06-01 10:06:00,2024-06-01 10:41:27,22,organic
SES0000510,USR001924,2024-06-02 22:23:00,2024-06-02 22:44:42,22,direct
SES0000511,USR000204,2024-01-14 17:55:00,2024-01-14 18:29:24,2,paid
SES0000512,USR000495,2024-01-06 18:45:00,2024-01-06 18:58:36,1,organic
SES0000513,USR000076,2024-06-29 23:18:00,2024-06-29 23:57:11,26,referral
SES0000514,USR002012,2024-02-17 23:29:00,,7,paid
SES0000515,USR003517,2024-03-15 11:40:00,2024-03-15 11:51:02,11,paid
SES0000516,USR002636,2024-01-16 18:59:00,2024-01-16 19:06:28,3,organic
SES0000517,USR002034,2024-04-21 08:35:00,2024-04-21 08:47:09,16,organic
SES0000518,USR002125,2024-05-30 23:36:00,2024-05-30 23:41:07,22,organic
SES0000519,USR000639,2024-03-09 20:26:00,,10,referral
SES0000520,USR002776,2024-03-28 19:58:00,2024-03-28 20:12:52,13,referral
SES0000521,USR002896,2024-03-05 19:29:00,2024-03-05 19:34:18,10,organic
SES0000522,USR001243,2024-06-13 12:06:00,2024-06-13 12:07:04,24,direct
SES0000523,USR000125,2024-06-18 23:00:00,2024-06-18 23:02:26,25,organic
SES0000524,USR001666,2024-06-16 15:31:00,2024-06-16 16:07:30,24,organic
SES0000525,USR001351,2024-04-19 21:58:00,2024-04-19 22:28:40,16,paid
SES0000526,USR003502,2024-06-21 15:10:00,2024-06-21 15:13:29,25,paid
SES0000527,USR003613,2024-01-21 09:36:00,2024-01-21 10:12:08,3,paid
SES0000528,USR000294,2024-05-24 16:38:00,2024-05-24 16:49:33,21,organic
SES0000529,USR000322,2024-05-04 21:31:00,2024-05-04 21:52:47,18,paid
SES0000530,USR000499,2024-02-04 21:59:00,2024-02-04 22:12:00,5,paid
SES0000531,USR000484,2024-06-19 09:54:00,2024-06-19 10:27:24,25,direct
SES0000532,USR002038,2024-06-22 16:51:00,2024-06-22 17:15:13,25,referral
SES0000533,USR000572,2024-05-23 12:27:00,2024-05-23 13:00:08,21,organic
SES0000534,USR003740,2024-05-11 16:05:00,2024-05-11 16:40:48,19,organic
SES0000535,USR003858,2024-01-15 22:37:00,2024-01-15 22:56:31,3,organic
SES0000536,USR000480,2024-02-09 19:00:00,2024-02-09 19:03:45,6,paid
SES0000537,USR000582,2024-02-21 12:48:00,,8,organic
SES0000538,USR001502,2024-06-06 13:25:00,,23,direct
SES0000539,USR000282,2024-04-09 20:42:00,2024-04-09 21:00:27,15,referral
SES0000540,USR000503,2024-01-10 22:14:00,,2,organic
SES0000541,USR003311,2024-06-01 09:29:00,2024-06-01 09:47:36,22,paid
SES0000542,USR003094,2024-06-10 20:14:00,,24,direct
SES0000543,USR002178,2024-04-19 18:09:00,2024-04-19 18:20:08,16,direct
SES0000544,USR003330,2024-06-27 23:23:00,,26,organic
SES0000545,USR000085,2024-01-20 14:30:00,,3,organic
SES0000546,USR003057,2024-05-12 19:53:00,2024-05-12 20:08:19,19,referral
SES0000547,USR002401,2024-04-07 21:38:00,2024-04-07 21:53:15,14,organic
SES0000548,USR002432,2024-04-25 21:14:00,2024-04-25 21:29:49,17,paid
SES0000549,USR003839,2024-01-23 12:34:00,2024-01-23 12:59:13,4,direct
SES0000550,USR003703,2024-03-19 15:29:00,2024-03-19 15:39:32,12,direct
SES0000551,USR002088,2024-05-05 15:31:00,2024-05-05 15:44:03,18,paid
SES0000552,USR002765,2024-05-19 14:06:00,2024-05-19 14:09:24,20,paid
SES0000553,USR001896,2024-01-23 23:52:00,,4,paid
SES0000554,USR002484,2024-02-03 17:09:00,2024-02-03 17:24:10,5,paid
SES0000555,USR000123,2024-06-03 14:47:00,,23,organic
SES0000556,USR000814,2024-06-18 14:14:00,2024-06-18 14:28:25,25,organic
SES0000557,USR001651,2024-06-29 14:34:00,2024-06-29 14:54:10,26,direct
SES0000558,USR000117,2024-03-23 10:08:00,2024-03-23 10:33:34,12,direct
SES0000559,USR001835,2024-05-24 08:17:00,2024-05-24 08:49:43,21,paid
SES0000560,USR001796,2024-01-29 19:48:00,2024-01-29 19:56:45,5,direct
SES0000561,USR001573,2024-01-25 20:34:00,2024-01-25 20:36:07,4,organic
SES0000562,USR001067,2024-05-25 20:18:00,2024-05-25 20:44:13,21,paid
SES0000563,USR003863,2024-05-08 17:19:00,,19,organic
SES0000564,USR000241,2024-01-25 15:29:00,2024-01-25 15:40:44,4,organic
SES0000565,USR000701,2024-03-11 18:13:00,2024-03-11 18:23:55,11,referral
SES0000566,USR001552,2024-01-25 14:41:00,2024-01-25 15:11:15,4,direct
SES0000567,USR001394,2024-06-12 14:16:00,2024-06-12 14:26:03,24,organic
SES0000568,USR003224,2024-01-12 14:40:00,2024-01-12 14:43:35,2,organic
SES0000569,USR000703,2024-04-25 22:58:00,2024-04-25 23:34:21,17,organic
SES0000570,USR000020,2024-01-06 14:05:00,,1,direct
SES0000571,USR001087,2024-01-23 11:38:00,2024-01-23 12:13:48,4,organic
SES0000572,USR002039,2024-03-08 21:22:00,2024-03-08 21:47:46,10,referral
SES0000573,USR001139,2024-05-18 08:08:00,,20,paid
SES0000574,USR002564,2024-04-11 21:56:00,2024-04-11 22:32:46,15,direct
SES0000575,USR000320,2024-03-30 09:25:00,2024-03-30 09:57:14,13,paid
SES0000576,USR002918,2024-02-21 23:26:00,,8,referral
SES0000577,USR000225,2024-06-19 21:15:00,2024-06-19 21:25:42,25,paid
SES0000578,USR002105,2024-05-22 10:56:00,2024-05-22 10:57:03,21,organic
SES0000579,USR000596,2024-02-14 13:19:00,2024-02-14 13:30:00,7,organic
SES0000580,USR000870,2024-02-29 13:09:00,2024-02-29 13:17:02,9,direct
SES0000581,USR002008,2024-02-09 20:15:00,2024-02-09 20:46:09,6,paid
SES0000582,USR003057,2024-03-15 21:14:00,2024-03-15 21:32:33,11,organic
SES0000583,USR000774,2024-02-16 17:00:00,2024-02-16 17:14:43,7,referral
SES0000584,USR001878,2024-01-03 18:50:00,2024-01-03 19:10:31,1,organic
SES0000585,USR000502,2024-02-08 19:12:00,2024-02-08 19:18:05,6,organic
SES0000586,USR000416,2024-05-03 23:13:00,,18,organic
SES0000587,USR002046,2024-05-11 10:01:00,2024-05-11 10:11:59,19,paid
SES0000588,USR002528,2024-02-29 14:24:00,2024-02-29 14:50:40,9,direct
SES0000589,USR002583,2024-04-13 13:22:00,2024-04-13 13:49:39,15,organic
SES0000590,USR002220,2024-02-01 14:46:00,2024-02-01 14:59:41,5,paid
SES0000591,USR002774,2024-05-25 14:18:00,2024-05-25 14:53:28,21,direct
SES0000592,USR003561,2024-02-09 14:38:00,2024-02-09 14:43:27,6,organic
SES0000593,USR002812,2024-01-18 08:51:00,2024-01-18 08:58:33,3,paid
SES0000594,USR001253,2024-01-01 08:19:00,2024-01-01 08:57:27,1,organic
SES0000595,USR000964,2024-04-18 08:47:00,2024-04-18 09:18:11,16,paid
SES0000596,USR003883,2024-03-24 12:26:00,2024-03-24 12:48:07,12,paid
SES0000597,USR002485,2024-04-14 22:49:00,2024-04-14 23:28:04,15,organic
SES0000598,USR001916,2024-06-22 14:42:00,2024-06-22 15:15:01,25,organic
SES0000599,USR003756,2024-06-07 19:40:00,,23,direct
SES0000600,USR002742,2024-04-18 09:50:00,2024-04-18 09:52:35,16,paid
SES0000601,USR001036,2024-03-07 11:58:00,2024-03-07 12:27:19,10,direct
SES0000602,USR002830,2024-01-28 19:40:00,,4,paid
SES0000603,USR001621,2024-04-24 19:48:00,2024-04-24 20:22:30,17,paid
SES0000604,USR003352,2024-03-16 16:26:00,2024-03-16 16:56:43,11,paid
SES0000605,USR002154,2024-01-07 17:16:00,2024-01-07 17:50:42,1,organic
SES0000606,USR002192,2024-06-01 15:34:00,2024-06-01 16:05:04,22,referral
SES0000607,USR000214,2024-02-05 18:08:00,2024-02-05 18:43:12,6,direct
SES0000608,USR001125,2024-06-03 18:24:00,2024-06-03 18:54:48,23,direct
SES0000609,USR000284,2024-06-24 14:28:00,2024-06-24 15:06:01,26,paid
SES0000610,USR003872,2024-03-06 22:28:00,2024-03-06 22:35:10,10,organic
SES0000611,USR002384,2024-03-17 15:28:00,2024-03-17 15:47:40,11,direct
SES0000612,USR003309,2024-05-29 19:02:00,2024-05-29 19:30:31,22,organic
SES0000613,USR001321,2024-05-31 14:32:00,2024-05-31 14:35:46,22,organic
SES0000614,USR003859,2024-05-18 18:03:00,2024-05-18 18:14:13,20,paid
SES0000615,USR003397,2024-01-05 20:17:00,2024-01-05 20:44:50,1,paid
SES0000616,USR002347,2024-06-22 13:16:00,2024-06-22 13:32:10,25,organic
SES0000617,USR002580,2024-05-19 15:22:00,2024-05-19 15:40:08,20,paid
SES0000618,USR000950,2024-04-19 18:11:00,2024-04-19 18:19:39,16,organic
SES0000619,USR000256,2024-03-04 19:24:00,2024-03-04 19:27:11,10,organic
SES0000620,USR003518,2024-05-24 22:04:00,2024-05-24 22:05:20,21,organic
SES0000621,USR001023,2024-04-15 14:21:00,2024-04-15 14:43:11,16,direct
SES0000622,USR002579,2024-05-29 20:27:00,2024-05-29 20:28:02,22,paid
SES0000623,USR001102,2024-05-24 09:13:00,2024-05-24 09:46:33,21,organic
SES0000624,USR003947,2024-02-15 16:29:00,2024-02-15 16:59:22,7,organic
SES0000625,USR002515,2024-03-29 11:42:00,2024-03-29 11:48:35,13,organic
SES0000626,USR003413,2024-01-30 13:07:00,,5,direct
SES0000627,USR003853,2024-02-11 15:46:00,2024-02-11 16:14:39,6,referral
SES0000628,USR002234,2024-06-19 21:45:00,2024-06-19 22:20:19,25,paid
SES0000629,USR003062,2024-04-20 10:40:00,2024-04-20 11:19:26,16,paid
SES0000630,USR003539,2024-04-08 09:50:00,,15,organic
SES0000631,USR000330,2024-03-15 15:13:00,2024-03-15 15:28:47,11,paid
SES0000632,USR001639,2024-05-26 21:45:00,,21,direct
SES0000633,USR002220,2024-01-28 15:32:00,2024-01-28 15:54:25,4,organic
SES0000634,USR001952,2024-06-03 08:10:00,2024-06-03 08:34:07,23,referral
SES0000635,USR003067,2024-02-22 14:50:00,,8,paid
SES0000636,USR001105,2024-01-15 10:11:00,2024-01-15 10:32:05,3,paid
SES0000637,USR003489,2024-05-19 22:06:00,,20,organic
SES0000638,USR000313,2024-01-31 09:24:00,2024-01-31 09:31:11,5,referral
SES0000639,USR000390,2024-02-02 11:12:00,2024-02-02 11:40:23,5,direct
SES0000640,USR000484,2024-04-06 19:02:00,2024-04-06 19:27:19,14,direct
SES0000641,USR002824,2024-01-12 11:42:00,2024-01-12 11:58:11,2,organic
SES0000642,USR002336,2024-01-26 21:34:00,,4,organic
SES0000643,USR001255,2024-04-25 23:04:00,,17,direct
SES0000644,USR002440,2024-04-01 17:39:00,2024-04-01 17:50:04,14,referral
SES0000645,USR003076,2024-04-16 13:48:00,2024-04-16 14:27:07,16,organic
SES0000646,USR002142,2024-02-25 19:01:00,2024-02-25 19:35:28,8,direct
SES0000647,USR003388,2024-02-03 11:38:00,,5,direct
SES0000648,USR000432,2024-04-26 15:13:00,,17,organic
SES0000649,USR000541,2024-03-26 16:36:00,2024-03-26 17:01:05,13,paid
SES0000650,USR001152,2024-05-14 09:36:00,,20,organic
SES0000651,USR001573,2024-01-15 14:30:00,2024-01-15 14:35:59,3,direct
SES0000652,USR002628,2024-03-21 23:23:00,2024-03-21 23:59:38,12,paid
SES0000653,USR003809,2024-04-25 12:45:00,2024-04-25 13:16:38,17,paid
SES0000654,USR002223,2024-03-18 20:25:00,,12,paid
SES0000655,USR001801,2024-01-23 21:50:00,2024-01-23 21:59:57,4,paid
SES0000656,USR002155,2024-06-08 15:58:00,2024-06-08 16:03:03,23,organic
SES0000657,USR002150,2024-04-12 19:04:00,2024-04-12 19:34:18,15,paid
SES0000658,USR002497,2024-06-22 10:10:00,,25,organic
SES0000659,USR001998,2024-01-25 09:53:00,2024-01-25 09:58:19,4,organic
SES0000660,USR003177,2024-03-04 12:55:00,2024-03-04 13:11:42,10,direct
SES0000661,USR001971,2024-06-21 15:12:00,2024-06-21 15:17:02,25,paid
SES0000662,USR000088,2024-01-31 23:37:00,,5,paid
SES0000663,USR002247,2024-06-16 12:14:00,2024-06-16 12:22:51,24,organic
SES0000664,USR000951,2024-05-05 18:38:00,2024-05-05 19:08:23,18,organic
SES0000665,USR000666,2024-01-06 11:54:00,2024-01-06 11:56:22,1,direct
SES0000666,USR003991,2024-05-11 20:40:00,2024-05-11 20:48:21,19,organic
SES0000667,USR000721,2024-06-06 09:18:00,,23,organic
