notification_id,user_id,notification_type,sent_at,week_of
NOT0000388,USR01479,promotional,2024-09-24T14:14:00,2024-09-23
NOT0000389,USR01621,promotional,2024-09-24T20:22:00,2024-09-23
NOT0000390,USR03321,promotional,2024-09-29T17:32:00,2024-09-23
NOT0000391,USR04942,promotional,2024-09-25T21:41:00,2024-09-23
NOT0000392,USR04936,promotional,2024-09-28T09:19:00,2024-09-23
NOT0000393,USR04789,promotional,2024-09-23T15:11:00,2024-09-23
NOT0000394,USR03121,promotional,2024-09-25T11:08:00,2024-09-23
NOT0000395,USR00644,promotional,2024-09-24T19:52:00,2024-09-23
NOT0000396,USR00755,promotional,2024-09-23T20:53:00,2024-09-23
NOT0000397,USR04817,promotional,2024-09-29T14:19:00,2024-09-23
NOT0000398,USR04139,promotional,2024-09-25T13:41:00,2024-09-23
NOT0000399,USR03289,promotional,2024-09-29T14:00:00,2024-09-23
NOT0000400,USR00978,promotional,2024-09-28T13:48:00,2024-09-23
NOT0000401,USR02593,promotional,2024-09-28T10:01:00,2024-09-23
NOT0000402,USR04314,promotional,2024-09-28T10:24:00,2024-09-23
NOT0000403,USR03404,promotional,2024-09-23T09:31:00,2024-09-23
NOT0000404,USR00675,promotional,2024-09-24T16:31:00,2024-09-23
NOT0000405,USR04313,promotional,2024-09-27T20:31:00,2024-09-23
NOT0000406,USR01518,promotional,2024-09-23T18:40:00,2024-09-23
NOT0000407,USR03999,promotional,2024-09-25T10:45:00,2024-09-23
NOT0000408,USR01957,promotional,2024-09-28T21:25:00,2024-09-23
NOT0000409,USR00068,promotional,2024-09-26T12:55:00,2024-09-23
NOT0000410,USR03167,promotional,2024-09-24T09:19:00,2024-09-23
NOT0000411,USR00269,promotional,2024-09-24T19:11:00,2024-09-23
NOT0000412,USR04292,promotional,2024-09-29T13:00:00,2024-09-23
NOT0000413,USR01834,promotional,2024-09-25T09:06:00,2024-09-23
NOT0000414,USR01065,promotional,2024-09-23T16:35:00,2024-09-23
NOT0000415,USR02194,promotional,2024-09-26T20:40:00,2024-09-23
NOT0000416,USR01368,promotional,2024-09-28T21:19:00,2024-09-23
NOT0000417,USR01337,promotional,2024-09-26T10:17:00,2024-09-23
NOT0000418,USR02168,promotional,2024-09-25T09:05:00,2024-09-23
NOT0000419,USR01055,promotional,2024-09-27T09:16:00,2024-09-23
NOT0000420,USR01564,promotional,2024-09-23T11:33:00,2024-09-23
NOT0000421,USR02776,promotional,2024-09-27T15:27:00,2024-09-23
NOT0000422,USR02938,promotional,2024-09-26T14:24:00,2024-09-23
NOT0000423,USR01898,promotional,2024-09-26T18:51:00,2024-09-23
NOT0000424,USR03223,promotional,2024-09-29T19:12:00,2024-09-23
NOT0000425,USR02432,promotional,2024-09-24T12:48:00,2024-09-23
NOT0000426,USR01018,promotional,2024-09-23T18:18:00,2024-09-23
NOT0000427,USR03336,promotional,2024-09-28T10:26:00,2024-09-23
NOT0000428,USR03256,promotional,2024-09-29T14:12:00,2024-09-23
NOT0000429,USR00570,promotional,2024-09-27T18:42:00,2024-09-23
NOT0000430,USR03787,promotional,2024-09-23T20:33:00,2024-09-23
NOT0000431,USR03025,promotional,2024-09-29T09:04:00,2024-09-23
NOT0000432,USR04780,promotional,2024-09-25T15:07:00,2024-09-23
NOT0000433,USR03293,promotional,2024-09-26T09:50:00,2024-09-23
NOT0000434,USR03984,promotional,2024-09-28T11:30:00,2024-09-23
NOT0000435,USR04428,promotional,2024-09-29T12:56:00,2024-09-23
NOT0000436,USR03935,promotional,2024-09-24T13:51:00,2024-09-23
NOT0000437,USR02476,promotional,2024-09-26T17:49:00,2024-09-23
NOT0000438,USR01517,promotional,2024-09-23T13:44:00,2024-09-23
NOT0000439,USR04950,promotional,2024-09-26T13:10:00,2024-09-23
NOT0000440,USR02151,promotional,2024-09-29T09:32:00,2024-09-23
NOT0000441,USR03303,promotional,2024-09-28T11:15:00,2024-09-23
NOT0000442,USR00955,promotional,2024-09-29T13:40:00,2024-09-23
NOT0000443,USR01329,promotional,2024-09-27T15:53:00,2024-09-23
NOT0000444,USR03634,promotional,2024-09-26T19:46:00,2024-09-23
NOT0000445,USR01966,promotional,2024-09-28T19:28:00,2024-09-23
NOT0000446,USR04311,promotional,2024-09-29T16:13:00,2024-09-23
NOT0000447,USR01000,promotional,2024-09-24T16:10:00,2024-09-23
NOT0000448,USR01672,promotional,2024-09-29T18:45:00,2024-09-23
NOT0000449,USR04543,promotional,2024-09-24T18:10:00,2024-09-23
NOT0000450,USR04117,promotional,2024-09-23T12:14:00,2024-09-23
NOT0000451,USR00931,promotional,2024-09-25T09:59:00,2024-09-23
NOT0000452,USR02494,promotional,2024-09-23T17:25:00,2024-09-23
NOT0000453,USR04358,promotional,2024-09-27T19:18:00,2024-09-23
NOT0000454,USR02566,promotional,2024-09-23T14:25:00,2024-09-23
NOT0000455,USR03734,promotional,2024-09-29T11:58:00,2024-09-23
NOT0000456,USR02876,promotional,2024-09-25T14:01:00,2024-09-23
NOT0000457,USR02347,promotional,2024-09-28T20:26:00,2024-09-23
NOT0000458,USR03912,promotional,2024-09-25T19:33:00,2024-09-23
NOT0000459,USR01126,promotional,2024-09-26T10:58:00,2024-09-23
NOT0000460,USR02741,promotional,2024-09-28T18:06:00,2024-09-23
NOT0000461,USR01335,promotional,2024-09-25T12:40:00,2024-09-23
NOT0000462,USR04799,promotional,2024-09-27T19:48:00,2024-09-23
NOT0000463,USR00471,promotional,2024-09-24T21:21:00,2024-09-23
NOT0000464,USR03571,promotional,2024-09-23T11:20:00,2024-09-23
NOT0000465,USR02488,promotional,2024-09-24T10:38:00,2024-09-23
NOT0000466,USR02841,promotional,2024-09-25T16:27:00,2024-09-23
NOT0000467,USR00323,promotional,2024-09-25T20:19:00,2024-09-23
NOT0000468,USR00393,promotional,2024-09-25T11:17:00,2024-09-23
NOT0000469,USR00725,promotional,2024-09-25T11:44:00,2024-09-23
NOT0000470,USR04308,promotional,2024-09-26T14:24:00,2024-09-23
NOT0000471,USR01045,promotional,2024-09-26T10:55:00,2024-09-23
NOT0000472,USR02506,promotional,2024-09-23T13:25:00,2024-09-23
NOT0000473,USR01916,promotional,2024-09-24T09:56:00,2024-09-23
NOT0000474,USR04564,promotional,2024-09-23T16:10:00,2024-09-23
NOT0000475,USR01970,promotional,2024-09-26T15:57:00,2024-09-23
NOT0000476,USR02459,promotional,2024-09-28T09:58:00,2024-09-23
NOT0000477,USR02297,promotional,2024-09-29T20:13:00,2024-09-23
NOT0000478,USR00477,promotional,2024-09-29T12:39:00,2024-09-23
NOT0000479,USR04465,promotional,2024-09-26T21:33:00,2024-09-23
NOT0000480,USR01392,promotional,2024-09-26T13:30:00,2024-09-23
NOT0000481,USR02398,promotional,2024-09-26T21:46:00,2024-09-23
NOT0000482,USR03828,promotional,2024-09-29T12:31:00,2024-09-23
NOT0000483,USR03026,promotional,2024-09-28T16:58:00,2024-09-23
NOT0000484,USR04984,promotional,2024-09-24T13:49:00,2024-09-23
NOT0000485,USR04717,promotional,2024-09-24T13:10:00,2024-09-23
NOT0000486,USR03093,promotional,2024-09-27T13:50:00,2024-09-23
NOT0000487,USR04394,promotional,2024-09-23T11:54:00,2024-09-23
NOT0000488,USR03433,promotional,2024-09-28T16:40:00,2024-09-23
NOT0000489,USR02619,promotional,2024-09-29T21:06:00,2024-09-23
NOT0000490,USR00905,promotional,2024-09-29T20:32:00,2024-09-23
NOT0000491,USR00972,promotional,2024-09-26T10:10:00,2024-09-23
NOT0000492,USR01807,promotional,2024-09-29T20:37:00,2024-09-23
NOT0000493,USR03883,promotional,2024-09-29T17:29:00,2024-09-23
NOT0000494,USR02883,promotional,2024-09-27T18:38:00,2024-09-23
NOT0000495,USR01852,promotional,2024-09-28T17:04:00,2024-09-23
NOT0000496,USR03702,promotional,2024-09-25T20:54:00,2024-09-23
NOT0000497,USR00249,promotional,2024-09-26T20:35:00,2024-09-23
NOT0000498,USR00815,promotional,2024-09-24T16:22:00,2024-09-23
NOT0000499,USR02549,promotional,2024-09-23T20:00:00,2024-09-23
NOT0000500,USR01903,promotional,2024-09-23T17:27:00,2024-09-23
NOT0000501,USR03026,promotional,2024-09-29T12:09:00,2024-09-23
NOT0000502,USR02078,promotional,2024-09-29T17:59:00,2024-09-23
NOT0000503,USR02491,promotional,2024-09-27T13:33:00,2024-09-23
NOT0000504,USR00477,promotional,2024-09-23T15:54:00,2024-09-23
NOT0000505,USR01077,promotional,2024-09-25T16:04:00,2024-09-23
NOT0000506,USR02459,promotional,2024-09-25T15:39:00,2024-09-23
NOT0000507,USR01302,promotional,2024-09-28T21:44:00,2024-09-23
NOT0000508,USR04962,promotional,2024-09-29T17:47:00,2024-09-23
NOT0000509,USR02662,promotional,2024-09-25T10:59:00,2024-09-23
NOT0000510,USR01221,promotional,2024-09-23T14:16:00,2024-09-23
NOT0000511,USR00745,promotional,2024-09-25T21:08:00,2024-09-23
NOT0000512,USR03227,promotional,2024-09-23T20:30:00,2024-09-23
NOT0000513,USR03220,promotional,2024-09-26T21:19:00,2024-09-23
NOT0000514,USR02986,promotional,2024-09-29T16:00:00,2024-09-23
NOT0000515,USR00765,promotional,2024-09-26T18:24:00,2024-09-23
NOT0000516,USR00936,promotional,2024-09-23T20:09:00,2024-09-23
NOT0000517,USR04232,promotional,2024-09-24T12:24:00,2024-09-23
NOT0000518,USR00840,promotional,2024-09-26T09:25:00,2024-09-23
NOT0000519,USR02371,promotional,2024-09-29T12:43:00,2024-09-23
NOT0000520,USR03568,promotional,2024-09-23T12:51:00,2024-09-23
NOT0000521,USR03026,promotional,2024-09-27T18:21:00,2024-09-23
NOT0000522,USR02459,promotional,2024-09-28T11:59:00,2024-09-23
NOT0000523,USR01347,promotional,2024-09-25T13:55:00,2024-09-23
NOT0000524,USR01488,promotional,2024-09-25T19:59:00,2024-09-23
NOT0000525,USR00452,promotional,2024-09-24T18:01:00,2024-09-23
NOT0000526,USR02002,promotional,2024-09-25T17:51:00,2024-09-23
NOT0000527,USR03605,promotional,2024-09-29T15:14:00,2024-09-23
NOT0000528,USR04502,promotional,2024-09-27T14:53:00,2024-09-23
NOT0000529,USR03828,promotional,2024-09-25T11:18:00,2024-09-23
NOT0000530,USR00325,promotional,2024-09-25T09:03:00,2024-09-23
NOT0000531,USR01795,promotional,2024-09-29T14:50:00,2024-09-23
NOT0000532,USR00584,promotional,2024-09-28T21:01:00,2024-09-23
NOT0000533,USR04652,promotional,2024-09-26T19:24:00,2024-09-23
NOT0000534,USR04823,promotional,2024-09-26T09:23:00,2024-09-23
NOT0000535,USR03552,promotional,2024-09-27T09:37:00,2024-09-23
NOT0000536,USR02031,promotional,2024-09-27T11:41:00,2024-09-23
NOT0000537,USR01703,promotional,2024-09-24T18:40:00,2024-09-23
NOT0000538,USR04155,promotional,2024-09-27T10:21:00,2024-09-23
NOT0000539,USR03355,promotional,2024-09-28T17:15:00,2024-09-23
NOT0000540,USR01094,promotional,2024-09-24T14:52:00,2024-09-23
NOT0000541,USR03138,promotional,2024-09-23T11:07:00,2024-09-23
NOT0000542,USR00717,promotional,2024-09-26T17:47:00,2024-09-23
NOT0000543,USR02480,promotional,2024-09-26T19:52:00,2024-09-23
NOT0000544,USR00290,promotional,2024-09-24T17:38:00,2024-09-23
NOT0000545,USR04251,promotional,2024-09-28T11:33:00,2024-09-23
NOT0000546,USR00625,promotional,2024-09-25T18:32:00,2024-09-23
NOT0000547,USR03850,promotional,2024-09-26T14:56:00,2024-09-23
NOT0000548,USR02774,promotional,2024-09-29T19:37:00,2024-09-23
NOT0000549,USR04217,promotional,2024-09-29T10:52:00,2024-09-23
NOT0000550,USR04534,promotional,2024-09-26T17:07:00,2024-09-23
NOT0000551,USR04832,promotional,2024-09-25T13:43:00,2024-09-23
NOT0000552,USR04740,promotional,2024-09-27T20:12:00,2024-09-23
NOT0000553,USR02442,promotional,2024-09-29T10:47:00,2024-09-23
NOT0000554,USR04940,promotional,2024-09-23T14:15:00,2024-09-23
NOT0000555,USR03559,promotional,2024-09-24T12:24:00,2024-09-23
NOT0000556,USR02466,promotional,2024-09-29T19:54:00,2024-09-23
NOT0000557,USR04883,promotional,2024-09-25T13:37:00,2024-09-23
NOT0000558,USR01317,promotional,2024-09-25T16:44:00,2024-09-23
NOT0000559,USR01821,promotional,2024-09-24T09:14:00,2024-09-23
NOT0000560,USR01904,promotional,2024-09-28T11:27:00,2024-09-23
NOT0000561,USR02993,promotional,2024-09-27T20:49:00,2024-09-23
NOT0000562,USR01741,promotional,2024-09-29T14:51:00,2024-09-23
NOT0000563,USR02508,promotional,2024-09-26T20:55:00,2024-09-23
NOT0000564,USR00433,promotional,2024-09-23T21:21:00,2024-09-23
NOT0000565,USR02254,promotional,2024-09-26T17:41:00,2024-09-23
NOT0000566,USR00508,promotional,2024-09-26T09:38:00,2024-09-23
NOT0000567,USR02433,promotional,2024-09-25T19:03:00,2024-09-23
NOT0000568,USR02366,promotional,2024-09-26T17:31:00,2024-09-23
NOT0000569,USR02729,promotional,2024-09-26T09:48:00,2024-09-23
NOT0000570,USR04882,promotional,2024-09-28T10:30:00,2024-09-23
NOT0000571,USR03478,promotional,2024-09-24T19:39:00,2024-09-23
NOT0000572,USR02421,promotional,2024-09-29T10:55:00,2024-09-23
NOT0000573,USR01838,promotional,2024-09-28T19:30:00,2024-09-23
NOT0000574,USR01497,promotional,2024-09-23T16:18:00,2024-09-23
NOT0000575,USR03451,promotional,2024-09-28T09:09:00,2024-09-23
NOT0000576,USR02934,promotional,2024-09-27T16:46:00,2024-09-23
NOT0000577,USR04528,promotional,2024-09-28T11:57:00,2024-09-23
NOT0000578,USR03180,promotional,2024-09-24T09:07:00,2024-09-23
NOT0000579,USR03728,promotional,2024-09-27T15:39:00,2024-09-23
NOT0000580,USR04991,promotional,2024-09-29T18:19:00,2024-09-23
NOT0000581,USR02507,promotional,2024-09-29T14:50:00,2024-09-23
NOT0000582,USR04945,promotional,2024-09-29T11:06:00,2024-09-23
NOT0000583,USR03044,promotional,2024-09-25T14:41:00,2024-09-23
NOT0000584,USR02485,promotional,2024-09-25T17:37:00,2024-09-23
NOT0000585,USR04400,promotional,2024-09-27T17:17:00,2024-09-23
NOT0000586,USR01310,promotional,2024-09-29T17:27:00,2024-09-23
NOT0000587,USR03583,promotional,2024-09-25T13:53:00,2024-09-23
NOT0000588,USR01492,promotional,2024-09-28T17:01:00,2024-09-23
NOT0000589,USR04254,promotional,2024-09-26T17:17:00,2024-09-23
NOT0000590,USR00706,promotional,2024-09-29T13:23:00,2024-09-23
NOT0000591,USR02995,promotional,2024-09-27T14:22:00,2024-09-23
NOT0000592,USR04674,promotional,2024-09-29T20:51:00,2024-09-23
NOT0000593,USR02918,promotional,2024-09-24T17:55:00,2024-09-23
NOT0000594,USR00438,promotional,2024-09-25T19:27:00,2024-09-23
NOT0000595,USR04553,promotional,2024-09-26T18:38:00,2024-09-23
NOT0000596,USR03006,promotional,2024-09-28T11:33:00,2024-09-23
NOT0000597,USR00532,promotional,2024-09-25T15:05:00,2024-09-23
NOT0000598,USR01263,promotional,2024-09-28T09:08:00,2024-09-23
NOT0000599,USR04990,promotional,2024-09-28T12:54:00,2024-09-23
NOT0000600,USR01085,promotional,2024-09-29T16:55:00,2024-09-23
NOT0000601,USR02553,promotional,2024-09-24T18:57:00,2024-09-23
NOT0000602,USR00595,promotional,2024-09-26T20:40:00,2024-09-23
NOT0000603,USR04906,promotional,2024-09-27T13:49:00,2024-09-23
NOT0000604,USR03822,promotional,2024-09-26T12:49:00,2024-09-23
NOT0000605,USR03674,promotional,2024-09-26T15:33:00,2024-09-23
NOT0000606,USR02980,promotional,2024-09-28T20:24:00,2024-09-23
NOT0000607,USR02348,promotional,2024-09-27T15:18:00,2024-09-23
NOT0000608,USR03208,promotional,2024-09-23T17:50:00,2024-09-23
NOT0000609,USR00531,promotional,2024-09-28T16:22:00,2024-09-23
NOT0000610,USR01494,promotional,2024-09-25T09:37:00,2024-09-23
NOT0000611,USR02759,promotional,2024-09-23T19:36:00,2024-09-23
NOT0000612,USR04045,promotional,2024-09-27T16:49:00,2024-09-23
NOT0000613,USR03999,promotional,2024-09-29T14:07:00,2024-09-23
NOT0000614,USR00578,promotional,2024-09-29T16:20:00,2024-09-23
NOT0000615,USR02660,promotional,2024-09-24T21:18:00,2024-09-23
NOT0000616,USR01806,promotional,2024-09-23T15:03:00,2024-09-23
NOT0000617,USR01027,promotional,2024-09-23T09:37:00,2024-09-23
NOT0000618,USR00668,promotional,2024-09-26T21:55:00,2024-09-23
NOT0000619,USR01222,promotional,2024-09-26T18:26:00,2024-09-23
NOT0000620,USR03930,promotional,2024-09-26T16:10:00,2024-09-23
NOT0000621,USR04873,promotional,2024-09-29T16:50:00,2024-09-23
NOT0000622,USR03237,promotional,2024-09-28T12:13:00,2024-09-23
NOT0000623,USR01172,promotional,2024-09-29T21:11:00,2024-09-23
NOT0000624,USR02413,promotional,2024-09-24T16:12:00,2024-09-23
NOT0000625,USR00435,promotional,2024-09-27T15:50:00,2024-09-23
NOT0000626,USR03301,promotional,2024-09-24T13:12:00,2024-09-23
NOT0000627,USR02669,promotional,2024-09-27T17:04:00,2024-09-23
NOT0000628,USR04768,promotional,2024-09-24T09:02:00,2024-09-23
NOT0000629,USR02747,promotional,2024-09-26T17:44:00,2024-09-23
NOT0000630,USR03901,promotional,2024-09-26T11:27:00,2024-09-23
NOT0000631,USR02945,promotional,2024-09-23T14:27:00,2024-09-23
NOT0000632,USR03710,promotional,2024-09-23T19:19:00,2024-09-23
NOT0000633,USR04601,promotional,2024-09-28T16:51:00,2024-09-23
NOT0000634,USR00100,promotional,2024-09-23T11:39:00,2024-09-23
NOT0000635,USR03469,promotional,2024-09-24T19:49:00,2024-09-23
NOT0000636,USR03726,promotional,2024-09-28T21:16:00,2024-09-23
NOT0000637,USR04360,promotional,2024-09-25T13:05:00,2024-09-23
NOT0000638,USR04950,promotional,2024-09-26T13:24:00,2024-09-23
NOT0000639,USR00188,promotional,2024-09-26T19:06:00,2024-09-23
NOT0000640,USR02263,promotional,2024-09-23T09:27:00,2024-09-23
NOT0000641,USR04054,promotional,2024-09-28T19:25:00,2024-09-23
NOT0000642,USR02224,promotional,2024-09-24T17:21:00,2024-09-23
NOT0000643,USR01338,promotional,2024-09-23T09:16:00,2024-09-23
NOT0000644,USR02115,promotional,2024-09-25T16:44:00,2024-09-23
NOT0000645,USR04161,promotional,2024-09-27T15:34:00,2024-09-23
NOT0000646,USR02160,promotional,2024-09-27T11:09:00,2024-09-23
NOT0000647,USR01022,promotional,2024-09-29T11:55:00,2024-09-23
NOT0000648,USR04687,promotional,2024-09-23T09:49:00,2024-09-23
NOT0000649,USR02446,promotional,2024-09-29T14:46:00,2024-09-23
NOT0000650,USR04316,promotional,2024-09-27T16:41:00,2024-09-23
NOT0000651,USR02905,promotional,2024-09-25T19:07:00,2024-09-23
NOT0000652,USR01916,promotional,2024-09-25T11:40:00,2024-09-23
NOT0000653,USR00375,promotional,2024-09-23T17:42:00,2024-09-23
NOT0000654,USR00019,promotional,2024-09-24T13:09:00,2024-09-23
NOT0000655,USR00008,promotional,2024-09-28T15:46:00,2024-09-23
NOT0000656,USR03501,promotional,2024-09-26T11:04:00,2024-09-23
NOT0000657,USR03208,promotional,2024-09-23T13:53:00,2024-09-23
NOT0000658,USR04602,promotional,2024-09-26T15:33:00,2024-09-23
NOT0000659,USR03028,promotional,2024-09-28T21:01:00,2024-09-23
NOT0000660,USR04220,promotional,2024-09-29T20:57:00,2024-09-23
NOT0000661,USR04268,promotional,2024-09-27T10:51:00,2024-09-23
NOT0000662,USR03137,promotional,2024-09-27T15:09:00,2024-09-23
NOT0000663,USR00833,promotional,2024-09-23T15:30:00,2024-09-23
NOT0000664,USR00734,promotional,2024-09-24T12:02:00,2024-09-23
NOT0000665,USR01724,promotional,2024-09-26T20:21:00,2024-09-23
NOT0000666,USR03256,promotional,2024-09-24T15:51:00,2024-09-23
NOT0000667,USR02340,promotional,2024-09-27T18:34:00,2024-09-23
NOT0000668,USR00018,promotional,2024-09-28T20:43:00,2024-09-23
NOT0000669,USR04005,promotional,2024-09-28T10:26:00,2024-09-23
NOT0000670,USR04266,promotional,2024-09-26T14:34:00,2024-09-23
NOT0000671,USR04350,promotional,2024-09-23T12:27:00,2024-09-23
NOT0000672,USR02593,promotional,2024-09-28T11:10:00,2024-09-23
NOT0000673,USR04810,promotional,2024-09-24T09:34:00,2024-09-23
NOT0000674,USR02397,promotional,2024-09-29T10:43:00,2024-09-23
NOT0000675,USR00189,promotional,2024-09-24T10:15:00,2024-09-23
NOT0000676,USR00141,promotional,2024-09-28T20:23:00,2024-09-23
NOT0000677,USR00172,promotional,2024-09-29T18:59:00,2024-09-23
NOT0000678,USR02421,promotional,2024-09-29T12:38:00,2024-09-23
NOT0000679,USR03646,promotional,2024-09-25T16:35:00,2024-09-23
NOT0000680,USR01302,promotional,2024-09-25T17:35:00,2024-09-23
NOT0000681,USR00480,promotional,2024-09-28T13:25:00,2024-09-23
NOT0000682,USR00042,promotional,2024-09-29T19:48:00,2024-09-23
NOT0000683,USR03563,promotional,2024-09-24T13:44:00,2024-09-23
NOT0000684,USR02850,promotional,2024-09-25T09:47:00,2024-09-23
NOT0000685,USR03004,promotional,2024-09-27T20:54:00,2024-09-23
NOT0000686,USR01952,promotional,2024-09-24T13:19:00,2024-09-23
NOT0000687,USR01842,promotional,2024-09-29T10:42:00,2024-09-23
NOT0000688,USR02999,promotional,2024-09-29T14:24:00,2024-09-23
NOT0000689,USR02738,promotional,2024-09-29T15:05:00,2024-09-23
NOT0000690,USR03813,promotional,2024-09-26T11:05:00,2024-09-23
NOT0000691,USR01468,promotional,2024-09-24T12:37:00,2024-09-23
NOT0000692,USR01206,promotional,2024-09-27T14:00:00,2024-09-23
NOT0000693,USR00770,promotional,2024-09-28T18:30:00,2024-09-23
NOT0000694,USR02445,promotional,2024-09-23T09:48:00,2024-09-23
NOT0000695,USR01302,promotional,2024-09-24T21:06:00,2024-09-23
NOT0000696,USR02488,promotional,2024-09-25T21:32:00,2024-09-23
NOT0000697,USR04493,promotional,2024-09-23T17:29:00,2024-09-23
NOT0000698,USR01011,promotional,2024-09-26T19:30:00,2024-09-23
NOT0000699,USR04314,promotional,2024-09-23T20:21:00,2024-09-23
NOT0000700,USR04197,promotional,2024-09-23T20:07:00,2024-09-23
NOT0000701,USR03923,promotional,2024-09-24T17:34:00,2024-09-23
NOT0000702,USR01418,promotional,2024-09-28T09:38:00,2024-09-23
NOT0000703,USR00125,promotional,2024-09-25T14:40:00,2024-09-23
